identifier,asset_type,instruction,eligible_for_bounty,eligible_for_submission,availability_requirement,confidentiality_requirement,integrity_requirement,max_severity,system_tags,created_at,updated_at
www.zooplus.pl,URL,,false,false,,,,critical,"Elastic Search, JavaScript, Nginx, Oracle RDBMS, PostgresSQL, Python, React, Spring, Spring Boot, VMware, Amazon AWS Shield DDOS, Amazon AWS WAF, Amazon Web Services, Angular, apache, Apache Tomcat, Docker, Java",2021-08-12 08:36:33 UTC,2025-03-17 09:40:26 UTC
www.zooplus.pt,URL,,false,false,,,,critical,"Oracle RDBMS, Nginx, JavaScript, Java, Elastic Search, Docker, Apache Tomcat, apache, Angular, Amazon Web Services, Amazon AWS WAF, Amazon AWS Shield DDOS, Portuguese, VMware, Spring Boot, Spring, React, Python, PostgresSQL",2021-08-12 08:38:34 UTC,2025-03-17 09:40:26 UTC
www.zooplus.ro,URL,,false,false,,,,critical,"Docker, Amazon AWS Shield DDOS, Amazon AWS WAF, Amazon Web Services, Angular, apache, Apache Tomcat, Elastic Search, Java, JavaScript, Nginx, VMware, Spring Boot, Spring, React, Python, PostgresSQL, Oracle RDBMS",2021-08-12 08:40:43 UTC,2025-03-17 09:40:26 UTC
www.zoochic-eu.ru,URL,,false,false,,,,critical,"VMware, Amazon AWS Shield DDOS, Amazon AWS WAF, Amazon Web Services, Angular, apache, Apache Tomcat, Docker, Elastic Search, Java, JavaScript, Nginx, Russian, Oracle RDBMS, PostgresSQL, Python, React, Spring, Spring Boot",2021-08-12 08:43:27 UTC,2025-03-17 09:40:26 UTC
www.zooplus.se,URL,,false,false,,,,critical,"React, VMware, Spring Boot, Spring, Python, PostgresSQL, Oracle RDBMS, Nginx, JavaScript, Java, Elastic Search, Docker, Apache Tomcat, apache, Angular, Amazon Web Services, Amazon AWS WAF, Amazon AWS Shield DDOS",2021-08-12 08:45:17 UTC,2025-03-17 09:40:26 UTC
www.zooplus.ch,URL,,false,false,,,,critical,"Spring, React, Python, Amazon AWS Shield DDOS, Amazon AWS WAF, Amazon Web Services, Angular, apache, Apache Tomcat, Docker, Elastic Search, Java, JavaScript, Nginx, PostgresSQL, German, French, Oracle RDBMS, VMware, Spring Boot",2021-08-12 08:48:53 UTC,2025-03-17 09:40:26 UTC
www.zoohit.sk,URL,,false,false,,,,critical,"Java, Amazon AWS Shield DDOS, Amazon AWS WAF, Amazon Web Services, Angular, apache, Apache Tomcat, Docker, Elastic Search, JavaScript, Oracle RDBMS, PostgresSQL, Python, React, Spring, Spring Boot, VMware",2021-08-12 08:52:01 UTC,2025-03-17 09:40:26 UTC
www.zoohit.si,URL,,false,false,,,,critical,"Angular, apache, Apache Tomcat, Docker, Elastic Search, Java, JavaScript, Nginx, Oracle RDBMS, PostgresSQL, Python, React Native, Spring, VMware, Spring Boot, Amazon AWS Shield DDOS, Amazon AWS WAF, Amazon Web Services",2021-08-12 08:54:06 UTC,2025-03-17 09:40:26 UTC
www.zooplus.es,URL,,false,false,,,,critical,"Python, PostgresSQL, Oracle RDBMS, Nginx, JavaScript, Java, Elastic Search, Docker, Apache Tomcat, apache, Angular, Amazon AWS WAF, Amazon AWS Shield DDOS, Amazon Web Services, Spanish, VMware, Spring Boot, Spring, React",2021-08-12 08:55:59 UTC,2025-03-17 09:40:26 UTC
www.zoohit.cz,URL,,false,false,,,,critical,"Apache Tomcat, Docker, Elastic Search, Java, JavaScript, Nginx, Oracle RDBMS, PostgresSQL, Python, React, Spring, Spring Boot, VMware, Amazon AWS Shield DDOS, Amazon AWS WAF, Amazon Web Services, Angular, apache",2021-08-12 08:58:12 UTC,2025-03-17 09:40:26 UTC
www.zooplus.hu,URL,,false,false,,,,critical,"PostgresSQL, Oracle RDBMS, Nginx, JavaScript, Java, Elastic Search, Docker, Apache Tomcat, apache, Angular, Amazon Web Services, Amazon AWS WAF, Amazon AWS Shield DDOS, VMware, Spring Boot, Spring, React, Python",2021-08-12 09:00:50 UTC,2025-03-17 09:40:26 UTC
www.zooplus.com,URL,"Hello,
As a lot of our domains share the same endpoints in the backend, we kindly ask you to also try to reproduce the error in www.zooplus.com
If you are able to reproduce it, please submit it with the .com domain but also report in which country domain you originally found it.
This will greatly improve the time to payment, help H1 Triage and us to determine the duplicates in findings.
Thanks a lot for your time and expertise!",true,true,,,,critical,"Oracle RDBMS, PostgresSQL, Python, React, Spring, Spring Boot, VMware, English, Amazon AWS Shield DDOS, Amazon AWS WAF, Amazon Web Services, Java, Elastic Search, Docker, Angular, apache, Apache Tomcat, JavaScript, Nginx",2021-08-12 09:05:16 UTC,2024-06-11 06:17:14 UTC
www.bitiba.de,URL,,false,false,,,,critical,"German, VMware, Spring Boot, Spring, React, Python, PostgresSQL, Oracle RDBMS, Nginx, JavaScript, Java, Elastic Search, Docker, Apache Tomcat, apache, Angular, Amazon Web Services, Amazon AWS WAF, Amazon AWS Shield DDOS",2021-08-12 09:12:54 UTC,2025-03-17 09:40:26 UTC
www.matina-gmbh.de,URL,,false,false,,,,critical,"Apache Tomcat, Docker, Elastic Search, Amazon AWS WAF, Amazon Web Services, Amazon AWS Shield DDOS, Java, English, JavaScript, Nginx, Oracle RDBMS, PostgresSQL, Python, React, Spanish, Italian, German, French, Spring, Spring Boot, VMware, Angular, apache",2021-08-12 09:24:04 UTC,2025-03-17 09:40:26 UTC
zooplus.io,URL,,false,false,,,,critical,"Docker, Spring Boot, VMware, Spring, React, Python, PostgresSQL, Oracle RDBMS, Nginx, JavaScript, Java, Elastic Search, Apache Tomcat, apache, Angular, Amazon Web Services, Amazon AWS WAF, Amazon AWS Shield DDOS",2021-12-01 08:58:44 UTC,2025-03-17 09:40:26 UTC
www.wolf-of-wilderness.com,URL,,false,false,high,high,high,critical,"Amazon AWS WAF, German, Dutch, TypeScript, Node.js, Nginx, MongoDB, JavaScript, Elastic Search, Amazon Web Services",2022-09-07 13:51:04 UTC,2025-03-17 09:40:26 UTC
zooplus.net,URL,"Hello,
As a lot of our domains share the same endpoints in the backend, we kindly ask you to also try to reproduce the error in www.zooplus.com
If you are able to reproduce it, please submit it with the .com domain but also report in which country domain you originally found it.
This will greatly improve the time to payment, help H1 Triage and us to determine the duplicates in findings.
Thanks a lot for your time and expertise!",true,true,,,,critical,,2024-06-11 06:09:10 UTC,2024-06-11 06:17:25 UTC
https://www.zooplus.de/tierarzt,URL,,false,false,,,,none,,2025-01-17 12:28:29 UTC,2025-01-17 12:28:29 UTC
https://www.zooplus.es/veterinarios,URL,,false,false,,,,critical,,2025-01-17 12:29:40 UTC,2025-01-17 12:29:40 UTC
https://www.zooplus.fr/veterinaire,URL,,false,false,,,,none,,2025-01-17 12:33:02 UTC,2025-01-17 12:33:02 UTC
https://www.zooplus.hu/allatorvos,URL,,false,false,,,,none,,2025-01-17 12:33:50 UTC,2025-01-17 12:33:50 UTC
https://www.zooplus.it/veterinari,URL,,false,false,,,,none,,2025-01-17 12:34:50 UTC,2025-01-17 12:34:50 UTC
https://www.zooplus.nl/dierenarts,URL,,false,false,,,,none,,2025-01-17 12:35:47 UTC,2025-01-17 12:35:47 UTC
https://www.zooplus.pl/weterynarz,URL,,false,false,,,,none,,2025-01-17 12:37:34 UTC,2025-01-17 12:37:34 UTC
https://www.zoohit.cz/veterinari,URL,,false,false,,,,none,,2025-01-17 12:38:19 UTC,2025-01-17 12:38:19 UTC
